code,description,level,revit,
Pr_40_70_84_01,Abdominal machines,5,-2001350,
Pr_40_70_84_04,Arm machines,5,-2001350,
Pr_40_70_84_06,Back machines,5,-2001350,
Pr_40_70_84_11,Cable machines,5,-2001350,
Pr_40_70_84_13,Chest and shoulder machines,5,-2001350,
Pr_40_70_84_16,Cross trainers,5,-2001350,
Pr_40_70_84_26,Elliptical trainers,5,-2001350,
Pr_40_70_84_27,Exercise bikes,5,-2001350,
Pr_40_70_84_46,Leg machines,5,-2001350,
Pr_40_70_84_47,Leverage units,5,-2001350,
Pr_40_70_84_55,Multigyms,5,-2001350,
Pr_40_70_84_65,"Pool, snooker and billiards tables",5,-2001350,
Pr_40_70_84_66,Power cages and racks,5,-2001350,
Pr_40_70_84_67,Power plates,5,-2001350,
Pr_40_70_84_68,Punch bags,5,-2001350,
Pr_40_70_84_72,Rowing machines,5,-2001350,
Pr_40_70_84_80,Smith machines,5,-2001350,
Pr_40_70_84_84,Steppers,5,-2001350,
Pr_40_70_84_86,Suspension trainers,5,-2001350,
Pr_40_70_84_90,Trampolines,5,-2001350,
Pr_40_70_84_91,Treadmills,5,-2001350,
Pr_40_70_84_92,Upper body trainers,5,-2001350,
Pr_40_70_84_94,Vertical knee raise and dip machines,5,-2001350,
Pr_40_70_85,Stage equipment,4,-2001350,
Pr_40_70_85_31,Fly/ pulley bars,5,-2001350,
Pr_40_70_86,Swimming pool equipment,4,-2001350,
Pr_40_70_86_02,Air cushion equipment,5,-2001350,
Pr_40_70_86_08,Buoyancy-aided movable floors,5,-2001350,
Pr_40_70_86_10,Buoyancy-aided movable bulkheads,5,-2001350,
Pr_40_70_86_52,Mechanical drive movable floors,5,-2001350,
Pr_40_70_86_60,Pool structure-supported movable bulkheads,5,-2001350,
Pr_40_70_86_84,Surface agitation equipment,5,-2001350,
Pr_40_70_86_94,Water polo ball release devices,5,-2001350,
Pr_40_70_86_98,Wave machine equipment,5,-2001350,
Pr_40_70_96,Water control equipment,4,-2001350,
Pr_40_70_96_30,Flow control device chambers,5,-2001350,
Pr_40_70_96_31,Flow control devices,5,-2001350,
Pr_40_70_99,Weighing equipment,4,-2001350,
Pr_40_70_99_22,Digital scales,5,-2001350,
Pr_40_70_99_42,Industrial scales,5,-2001350,
Pr_40_70_99_45,Kitchen scales,5,-2001350,
Pr_40_70_99_62,Personnel weighing scales,5,-2001350,
Pr_45,Flora and fauna products,2,-2001350,
Pr_45_28,Fauna products,3,-2001350,
Pr_45_28_05,Animal pass products,4,-2001350,
Pr_45_28_05_04,Amphibian ramps,5,-2001350,
Pr_45_28_05_70,Resting posts,5,-2001350,
Pr_45_28_05_80,Small animal concrete tunnel sections,5,-2001350,
Pr_45_28_30,"Fish, eel and lamprey pass products",4,-2001350,
Pr_45_28_30_10,Bristle boards and mats,5,-2001350,
Pr_45_28_30_27,Eel tiles,5,-2001350,
Pr_45_28_30_42,Lamprey plates,5,-2001350,
Pr_45_28_30_44,Lamprey tiles,5,-2001350,
Pr_45_28_30_46,Larinier tiles,5,-2001350,
Pr_45_28_30_78,Siphon fish passes,5,-2001350,
Pr_45_30,Flora products,3,-2001360,
Pr_45_30_04,Artificial plants,4,-2001360,
Pr_45_30_04_02,Artificial grass,5,-2001360,
Pr_45_30_04_03,Artificial low growing trees,5,-2001360,
Pr_45_30_04_04,Artificial topiary and pleaching,5,-2001360,
Pr_45_30_04_05,Artificial trees,5,-2001360,
Pr_45_30_04_64,Polyester silk plants,5,-2001360,
Pr_45_30_04_66,Preserved plants,5,-2001360,
Pr_45_30_10,"Bulbs, corms, tubers and dormant roots ",4,-2001360,
Pr_45_30_10_04,Annual tubers,5,-2001360,
Pr_45_30_10_10,Bulbs,5,-2001360,
Pr_45_30_10_15,Corms,5,-2001360,
Pr_45_30_10_62,Perennial roots,5,-2001360,
Pr_45_30_10_63,Perennial tubers,5,-2001360,
Pr_45_30_36,Herbaceous and aquatic plants ,4,-2001360,
Pr_45_30_36_02,Annual plugs,5,-2001360,
Pr_45_30_36_03,Aquatic plant bare roots and clumps,5,-2001360,
Pr_45_30_36_04,Aquatic plant bunches,5,-2001360,
Pr_45_30_36_05,Aquatic plant pots and baskets,5,-2001360,
Pr_45_30_36_06,Aquatic plant plugs,5,-2001360,
Pr_45_30_36_11,Cell-grown annuals,5,-2001360,
Pr_45_30_36_13,Cell-grown perennials,5,-2001360,
Pr_45_30_36_14,Container-grown aquatic plants,5,-2001360,
Pr_45_30_36_15,Container-grown annuals,5,-2001360,
Pr_45_30_36_16,Container-grown perennials,5,-2001360,
Pr_45_30_36_64,Perennial clumps,5,-2001360,
Pr_45_30_36_65,Perennial plugs,5,-2001360,
Pr_45_30_76,Seeds,4,-2001360,
Pr_45_30_76_29,Flower seeds,5,-2001360,
Pr_45_30_76_32,Fruit seeds,5,-2001360,
Pr_45_30_76_34,Grass seeds,5,-2001360,
Pr_45_30_76_39,Hydroseeding mixes,5,-2001360,
Pr_45_30_76_48,Locally collected seeds,5,-2001360,
Pr_45_30_76_77,Site-grown temporary crop seeds,5,-2001360,
Pr_45_30_76_90,Tree and shrub seeds,5,-2001360,
Pr_45_30_76_94,Vegetable seeds,5,-2001360,
Pr_45_30_76_97,Wildflower seeds,5,-2001360,
Pr_45_30_80,Shrubs and woody climbers,4,-2001360,
Pr_45_30_80_04,Bare-root climbers,5,-2001360,
Pr_45_30_80_06,Bare-root cutting-raised roses,5,-2001360,
Pr_45_30_80_08,Bare-root shrubs,5,-2001360,
Pr_45_30_80_10,Bare-root budded roses,5,-2001360,
Pr_45_30_80_11,Cell-grown climbers,5,-2001360,
Pr_45_30_80_12,Cell-grown shrubs,5,-2001360,
Pr_45_30_80_14,Container-grown bamboos,5,-2001360,
Pr_45_30_80_15,Container-grown budded roses,5,-2001360,
Pr_45_30_80_16,Container-grown climbers,5,-2001360,
Pr_45_30_80_18,Container-grown cutting-raised roses,5,-2001360,
Pr_45_30_80_20,Container-grown shrubs,5,-2001360,
Pr_45_30_80_71,Rootballed bamboos,5,-2001360,
Pr_45_30_80_73,Rootballed shrubs,5,-2001360,
Pr_45_30_90,Trees,4,-2001360,
Pr_45_30_90_05,Bare-root conifers,5,-2001360,
Pr_45_30_90_07,Bare-root fruit trees,5,-2001360,
Pr_45_30_90_09,Bare-root trees,5,-2001360,
Pr_45_30_90_11,Cell-grown conifers,5,-2001360,
Pr_45_30_90_13,Cell-grown trees,5,-2001360,
Pr_45_30_90_17,Container-grown conifers,5,-2001360,
Pr_45_30_90_19,Container-grown fruit trees,5,-2001360,
Pr_45_30_90_21,Container-grown trees,5,-2001360,
Pr_45_30_90_72,Rootballed conifers,5,-2001360,
Pr_45_30_90_74,Rootballed trees,5,-2001360,
Pr_45_31,Formless flora and fauna products,3,-2001360,
Pr_45_31_03,Animal biocides,4,-2001360,
Pr_45_31_03_08,Biological controls,5,-2001360,
Pr_45_31_03_42,Insecticides,5,-2001360,
Pr_45_31_03_64,Poisons,5,-2001360,
Pr_45_31_03_72,Rodenticides,5,-2001360,
Pr_45_31_03_88,Termite-resistant granules,5,-2001360,
Pr_45_31_03_90,Termiticides,5,-2001360,
Pr_45_31_03_96,Worm controls,5,-2001360,
Pr_45_31_37,Herbicides,4,-2001360,
Pr_45_31_37_15,Combined selective lawn herbicide and feed mixes,5,-2001360,
Pr_45_31_37_56,Non-selective contact herbicides,5,-2001360,
Pr_45_31_37_57,Non-selective residual herbicides,5,-2001360,
Pr_45_31_37_58,Non-selective systemic herbicides,5,-2001360,
Pr_45_31_37_76,Selective herbicides,5,-2001360,
Pr_45_31_52,Microbial biocides,4,-2001360,
Pr_45_31_52_03,Algaecides,5,-2001360,
Pr_45_31_52_07,Biocides,5,-2001360,
Pr_45_31_52_31,Fungicidal solutions,5,-2001360,
Pr_45_31_52_32,Fungicides,5,-2001360,
Pr_45_31_52_55,Non-oxidizing water treatment biocides,5,-2001360,
Pr_45_31_52_59,Oxidizing water treatment biocides,5,-2001360,
Pr_45_31_52_62,Plant fungicides,5,-2001360,
Pr_45_31_52_73,Root sealers,5,-2001360,
Pr_45_31_52_86,Surface biocides,5,-2001360,
Pr_45_31_52_97,Vermicides,5,-2001360,
Pr_45_31_63,Plant-based fibres,4,-2001360,
Pr_45_31_63_14,Coir fibres,5,-2001360,
Pr_45_31_63_15,Combed wheat reed,5,-2001360,
Pr_45_31_63_16,Compostable plant material,5,-2001360,
Pr_45_31_63_30,Flax fibres,5,-2001360,
Pr_45_31_63_37,Hemp fibres,5,-2001360,
Pr_45_31_63_44,Jute fibres,5,-2001360,
Pr_45_31_63_47,Long straw,5,-2001360,
Pr_45_31_63_48,Loose straw,5,-2001360,
Pr_45_31_63_56,Natural bark,5,-2001360,
Pr_45_31_63_60,Paper bales,5,-2001360,
Pr_45_31_63_64,Playground bark,5,-2001360,
Pr_45_31_63_76,Sedge,5,-2001360,
Pr_45_31_63_78,Sisal fibres,5,-2001360,
Pr_45_31_63_80,Sphagnum moss,5,-2001360,
Pr_45_31_63_84,Straw bales,5,-2001360,
Pr_45_31_63_96,Water reed,5,-2001360,
Pr_45_31_63_97,Wood chips,5,-2001360,
Pr_45_31_63_98,Wood fibres,5,-2001360,
Pr_45_31_89,"Topsoils, feeds and growing media",4,-2001360,
Pr_45_31_89_08,Blood and bonemeal,5,-2001360,
Pr_45_31_89_15,Compost dressings,5,-2001360,
Pr_45_31_89_16,Composted materials,5,-2001360,
Pr_45_31_89_35,Green roof substrates,5,-2001360,
Pr_45_31_89_41,Imported growing media,5,-2001360,
Pr_45_31_89_42,Imported topsoils,5,-2001360,
Pr_45_31_89_43,Inorganic fertilizers,5,-2001360,
Pr_45_31_89_50,Manufactured growing media,5,-2001360,
Pr_45_31_89_51,Manufactured topsoils,5,-2001360,
Pr_45_31_89_52,Manures,5,-2001360,
Pr_45_31_89_55,Mycorrhizal inoculants,5,-2001360,
Pr_45_31_89_57,Non-compost turf dressings,5,-2001360,
Pr_45_31_89_58,Organic fertilizers,5,-2001360,
Pr_45_31_89_75,Sanitized and stabilized composts,5,-2001360,
Pr_45_31_89_81,Soil amelioration industrial by-products,5,-2001360,
Pr_45_31_89_82,Soil amelioration minerals,5,-2001360,
Pr_45_31_89_83,Soil conditioning agents,5,-2001360,
Pr_45_31_89_84,Soil moisture retention additives,5,-2001360,
Pr_45_57,"Non-rigid sheet, mat and strip flora and fauna products",3,-2001360,
Pr_45_57_91,Turf and pre-planted substrates,4,-2001360,
Pr_45_57_91_20,Cultivated turf,5,-2001360,
Pr_45_57_91_56,Natural turf,5,-2001360,
Pr_45_57_91_63,Pre-planted coir rolls,5,-2001360,
Pr_45_57_91_64,Pre-planted pallets,5,-2001360,
Pr_45_57_91_65,Pre-planted vegetation mats,5,-2001360,
Pr_45_57_91_67,Pre-seeded mats,5,-2001360,
Pr_45_57_91_76,Seeded area turf edging,5,-2001360,
Pr_45_63_63_02,Aluminium divided modular units,5,-2001260,
Pr_45_63_63_03,Aluminium edge retaining profiles,5,-2001260,
Pr_45_63_63_04,Aluminium plant containers,5,-2001260,
Pr_45_63_63_05,Aquatic plant containers,5,-2001260,
Pr_45_63_63_07,Biodegradable plant containers,5,-2001260,
Pr_45_63_63_11,Cast and wrought iron plant containers,5,-2001260,
Pr_45_63_63_15,Concrete and reconstituted aggregate plant containers,5,-2001260,
Pr_45_63_63_17,Cropping bags,5,-2001260,
Pr_45_63_63_22,Divided modular planting units,5,-2001260,
Pr_45_63_63_29,Flower pouches,5,-2001260,
Pr_45_63_63_34,Glass-reinforced plastic (GRP) and advanced composite (AC) plant containers,5,-2001260,
Pr_45_63_63_36,Hanging plant containers,5,-2001260,
Pr_45_63_63_37,Herb planters,5,-2001260,
Pr_45_63_63_38,Herb wheels,5,-2001260,
Pr_45_63_63_56,Natural planting cassettes,5,-2001260,
Pr_45_63_63_62,Plastics divided modular units,5,-2001260,
Pr_45_63_63_65,Potato planters,5,-2001260,
Pr_45_63_63_72,Round plant containers,5,-2001260,
Pr_45_63_63_80,Square plant containers,5,-2001260,
Pr_45_63_63_81,Stainless steel divided modular units,5,-2001260,
Pr_45_63_63_82,Stainless steel edge retaining profiles,5,-2001260,
Pr_45_63_63_83,Stainless steel plant containers,5,-2001260,
Pr_45_63_63_84,Steel plant containers,5,-2001260,
Pr_45_63_63_85,Stone plant containers,5,-2001260,
Pr_45_63_63_86,Strawberry planters,5,-2001260,
Pr_45_63_63_87,Terracotta plant containers,5,-2001260,
Pr_45_63_63_88,Terrariums,5,-2001260,
Pr_45_63_63_89,Treated timber plant containers,5,-2001260,
Pr_45_63_63_90,Trough plant containers,5,-2001260,
Pr_45_63_63_92,Untreated timber plant containers,5,-2001260,
Pr_45_63_63_94,Vases,5,-2000080,
Pr_45_63_63_96,Wall planters,5,-2000080,
Pr_45_63_63_97,Window boxes,5,-2000080,
Pr_45_63_64,Plant support and protection,4,-2001260,
Pr_45_63_64_11,Canes,5,-2001260,
Pr_45_63_64_14,Climbing plant supports,5,-2001260,
Pr_45_63_64_15,Concrete tree surrounds,5,-2001260,
Pr_45_63_64_30,Floral foam fixing media,5,-2001260,
Pr_45_63_64_33,Geocellular modular plastics structured soil units,5,-2001260,
Pr_45_63_64_35,Guy wire kits,5,-2001260,
Pr_45_63_64_63,Plastics mesh reinforcement,5,-2001260,
Pr_45_63_64_66,Polystyrene (PS) fixing media,5,-2001260,
Pr_45_63_64_67,Protective fencing,5,-2000126,
Pr_45_63_64_72,Rootball securing frames,5,-2001260,
Pr_45_63_64_78,Shrub protectors,5,-2001260,
Pr_45_63_64_80,Softwood pegs,5,-2001260,
Pr_45_63_64_83,Stake ties,5,-2001260,
Pr_45_63_64_84,Stakes,5,-2001260,
Pr_45_63_64_86,Tensioned wire trellises,5,-2001260,
Pr_45_63_64_87,Tree grilles,5,-2001260,
Pr_45_63_64_88,Tree guards,5,-2001260,
Pr_45_63_64_89,Tree protectors,5,-2001260,
Pr_45_63_64_90,Trellises,5,-2001260,
Pr_45_63_64_96,Weed control mats,5,-2001260,
Pr_60_50_47,Liquid fuel tanks,4,-2001140,
Pr_60_50_47_11,Liquid fuel service tanks,5,-2001140,
Pr_60_50_47_12,Carbon steel liquid fuel tanks,5,-2001140,
Pr_60_50_47_13,Carbon steel oil tanks,5,-2001140,
Pr_60_50_47_34,Glass-reinforced plastics liquid fuel tanks,5,-2001140,
Pr_60_50_47_63,Plastics oil tanks,5,-2001140,
Pr_60_50_47_84,Stainless steel liquid fuel tanks,5,-2001140,
Pr_60_50_67,Pressure storage vessels,4,-2001140,
Pr_60_50_67_31,Foam firefighting tanks,5,-2001140,
Pr_60_50_67_48,Liquefied petroleum gas (LPG) storage vessels,5,-2001140,
Pr_60_50_67_52,Metal liquid or gas pressure vessels,5,-2001140,
Pr_60_50_67_70,Refrigerant recovery storage vessels,5,-2001140,
Pr_60_50_67_93,Vacuum flasks,5,-2001140,
Pr_60_50_67_94,Vacuum insulated evaporator (VIE) storage vessels,5,-2001140,
Pr_60_50_85,Storage of solid materials,4,-2001140,
Pr_60_50_85_01,Above-ground storage containers for solid fuel,5,-2001140,
Pr_60_50_85_07,Below-ground storage containers for solid fuel,5,-2001140,
Pr_60_50_85_70,Refuse storage containers,5,-2001140,
Pr_60_50_85_78,Silos,5,-2001140,
Pr_60_50_96,Water tanks and cisterns,4,-2001140,
Pr_60_50_96_15,Concrete tanks,5,-2001140,
Pr_60_50_96_20,Cylindrical tanks,5,-2001140,
Pr_60_50_96_32,Galvanized steel cisterns,5,-2001140,
Pr_60_50_96_33,Galvanized steel tanks,5,-2001140,
Pr_60_50_96_34,Glass-reinforced plastics cisterns,5,-2001140,
Pr_60_50_96_35,Glass-reinforced pressure tanks,5,-2001140,
Pr_60_50_96_36,Glass-reinforced plastics tanks,5,-2001140,
Pr_60_50_96_52,Moulded plastics tanks,5,-2001140,
Pr_60_50_96_53,Moulded plastics cisterns,5,-2001140,
Pr_60_50_96_62,Piped attenuation structures,5,-2001140,
Pr_60_50_96_63,Plastics bladder water storage tanks,5,-2001140,
Pr_60_50_96_64,Polyethylene (PE) tanks,5,-2001140,
Pr_60_50_96_65,Polypropylene (PP) tanks,5,-2001140,
Pr_60_50_96_70,Rainwater storage butts,5,-2001140,
Pr_60_50_96_76,Sectional carbon steel tanks,5,-2001140,
Pr_60_50_96_84,Stainless steel tanks,5,-2001140,
Pr_60_60_08,Boilers,4,-2001140,
Pr_60_60_08_08,Biomass boilers,5,-2001140,
Pr_60_60_08_09,Boiler superheaters,5,-2001140,
Pr_60_60_08_15,Combination gas-fired condensing boilers,5,-2001140,
Pr_60_60_08_24,Dual fuel cast iron boilers,5,-2001140,
Pr_60_60_08_25,Dual fuel steel shell boilers,5,-2001140,
Pr_60_60_08_27,Electric boilers,5,-2001140,
Pr_60_60_08_33,Gas-fired boilers,5,-2001140,
Pr_60_60_08_34,Gas-fired condensing boilers,5,-2001140,
Pr_60_60_08_35,Gas-fired cast iron boilers,5,-2001140,
Pr_60_60_08_36,Gas-fired steel shell boilers,5,-2001140,
Pr_60_60_08_37,Gas-fired water tube boilers,5,-2001140,
Pr_60_60_08_39,Hydrogen boilers,5,-2001140,
Pr_60_60_08_56,Oil-fired condensing boilers,5,-2001140,
Pr_60_60_08_57,Oil-fired non-condensing boilers,5,-2001140,
Pr_60_60_08_58,Oil-fired cast iron boilers,5,-2001140,
Pr_60_60_08_59,Oil-fired steel shell boilers,5,-2001140,
Pr_60_60_08_60,Oil-fired water tube boilers,5,-2001140,
Pr_60_60_08_80,Solid fuel cast iron boilers,5,-2001140,
Pr_60_60_08_81,Solid fuel steel shell boilers,5,-2001140,
Pr_60_60_08_83,Submerged panel heat exchangers,5,-2001140,
Pr_60_60_08_84,Submerged pipe heat exchangers,5,-2001140,
Pr_60_60_10,Burners,4,-2001140,
Pr_60_60_10_03,Atmospheric gas burners,5,-2001140,
Pr_60_60_10_05,Atomizing oil burners,5,-2001140,
Pr_60_60_10_08,Blown gas burners,5,-2001140,
Pr_60_60_10_29,Forced draught dual fuel burners,5,-2001140,
Pr_60_60_10_30,Forced draught gas burners,5,-2001140,
Pr_60_60_10_31,Forced draught oil burners,5,-2001140,
Pr_60_60_10_65,Pre-mix gas burners,5,-2001140,
Pr_60_60_13,Chillers and cooling towers,4,-2001140,
Pr_60_60_13_01,Adsorption chillers,5,-2001140,
Pr_60_60_13_02,Adiabatic chillers,5,-2001140,
Pr_60_60_13_03,Air blast chillers,5,-2001140,
Pr_60_60_13_04,Air-cooled liquid chillers,5,-2001140,
Pr_60_60_13_14,Closed-circuit cooling towers,5,-2001140,
Pr_60_60_13_22,Direct-fired absorption liquid chillers,5,-2001140,
Pr_60_60_13_27,Electric-driven refrigerant compressors,5,-2001140,
Pr_60_60_13_28,Evaporative condensers,5,-2001140,
Pr_60_60_13_33,Gas-engine-driven refrigerant compressors,5,-2001140,
Pr_60_60_13_38,Hot water-fired absorption liquid chillers,5,-2001140,
Pr_60_60_13_48,Low temperature refrigeration compressors,5,-2001140,
Pr_60_60_13_51,Medium temperature refrigeration compressors,5,-2001140,
Pr_60_60_13_59,Open circuit cooling towers,5,-2001140,
Pr_60_60_13_60,Packaged process chillers,5,-2001140,
Pr_60_60_13_80,Solar thermal absorption chillers,5,-2001140,
Pr_60_60_13_84,Steam fired absorption liquid chillers,5,-2001140,
Pr_60_60_13_96,Water-cooled liquid chillers,5,-2001140,
Pr_60_60_36,Heat recovery distribution equipment,4,-2001140,
Pr_60_60_36_26,Economizers,5,-2001140,
Pr_60_60_36_36,Heat pipes,5,-2001140,
Pr_60_60_36_60,Passive heat exchangers,5,-2001140,
Pr_60_60_36_62,Plate recuperators,5,-2001140,
Pr_60_60_36_72,Regenerators,5,-2001140,
Pr_60_60_36_74,Run-around coils,5,-2001140,
Pr_60_60_36_88,Thermal wheels,5,-2001140,
Pr_60_60_38,Calorifiers and plate heat exchangers,4,-2001140,
Pr_60_60_38_36,Heat interface units,5,-2001140,
Pr_60_60_38_38,Hot water non-storage calorifiers,5,-2001140,
Pr_60_60_38_42,Instantaneous plate heat exchangers,5,-2001140,
Pr_60_60_38_62,Plate heat exchangers,5,-2001140,
Pr_60_60_38_84,Steam to water non-storage calorifiers,5,-2001140,
Pr_60_60_38_85,Storage calorifiers,5,-2001140,
Pr_60_60_81,Solar heat collectors,4,-2001140,
Pr_60_60_81_26,Evacuated tube solar collectors,5,-2001140,
Pr_60_60_81_30,Flat plate solar collectors,5,-2001140,
Pr_60_60_81_80,Solar heat stores,5,-2001140,
Pr_60_60_81_81,Solar trackers,5,-2001140,
Pr_60_60_83,Solid fuel and waste handling equipment,4,-2001140,
Pr_60_60_83_05,Ash handling equipment,5,-2001140,
Pr_60_60_83_81,Solid fuel handling equipment,5,-2001140,
Pr_60_60_84,Steam generators,4,-2001140,
Pr_60_60_84_14,Clean steam generators,5,-2001140,
Pr_60_60_96,Water heaters,4,-2001140,
Pr_60_60_96_26,Electric instantaneous shower units,5,-2001140,
Pr_60_60_96_27,Electric instantaneous water heaters,5,-2001140,
Pr_60_60_96_28,Electric storage water heaters,5,-2001140,
Pr_60_60_96_31,Gas-fired condensing water heaters,5,-2001140,
Pr_60_60_96_33,Gas-fired instantaneous water heaters,5,-2001140,
Pr_60_60_96_34,Gas-fired storage water heaters,5,-2001140,
Pr_60_60_96_42,Immersion heaters,5,-2001140,
Pr_60_65,Air and fume source products,3,-2001140,
Pr_60_65_03,Air handling units,4,-2001140,
Pr_60_65_03_28,Extract and return air handling units,5,-2001140,
Pr_60_65_03_86,Supply air handling units,5,-2001140,
Pr_60_65_03_87,Supply and return air handling units,5,-2001140,
Pr_60_65_31,Fume cupboards and safety cabinets,4,-2001140,
Pr_60_65_31_33,General-purpose fume cupboards,5,-2001140,
Pr_60_65_31_46,Laminar flow cabinets,5,-2001140,
Pr_60_65_31_52,Microbiological safety cabinets,5,-2001140,
Pr_60_65_31_71,Recirculatory filtration fume cupboards,5,-2001140,
Pr_60_65_31_76,School fume cupboards,5,-2001140,
Pr_60_65_31_94,Variable air volume fume cupboards,5,-2001140,
Pr_60_65_37,Heating and cooling coils,4,-2001140,
Pr_60_65_37_12,Chilled water cooling coils,5,-2001140,
Pr_60_65_37_27,Electric heater batteries,5,-2001140,
Pr_60_65_37_33,Gas-fired heater batteries,5,-2001140,
Pr_60_65_37_41,Intercoolers,5,-2001140,
Pr_60_65_37_47,Low temperature hot water heating coils,5,-2001140,
Pr_60_65_37_72,Refrigerant cooling coils,5,-2001140,
Pr_60_65_94,Ventilation hoods and extract points,4,-2008013,
Pr_60_65_94_29,Fume capturing hoods,5,-2008013,
Pr_60_65_94_30,Fume enclosing hoods,5,-2008013,
Pr_60_65_94_31,Fume receiving hoods,5,-2008013,
Pr_60_65_94_32,Fume extract points,5,-2008013,
Pr_60_65_94_45,Kitchen canopies,5,-2008013,
Pr_60_65_94_46,Kitchen extractor hoods,5,-2008013,
Pr_60_65_94_94,Vehicle exhaust nozzles,5,-2008013,
Pr_60_70,Power supply products,3,-2001040,
Pr_60_70_06,Batteries and chargers,4,-2001040,
Pr_60_70_06_05,Automatic battery chargers,5,-2001040,
Pr_60_70_06_06,Backup battery supply,5,-2001040,
Pr_60_70_06_12,Central battery supply units,5,-2001040,
Pr_60_70_06_23,Direct current battery charge controllers,5,-2001040,
Pr_60_70_06_27,Electric vehicle chargers,5,-2001040,
Pr_60_70_06_67,PV generator junction boxes,5,-2001060,
Pr_60_70_06_71,Rechargeable dry cell battery chargers,5,-2001040,
Pr_60_70_06_76,Sealed lead acid batteries,5,-2001040,
Pr_60_70_06_77,Sealed nickel cadmium batteries,5,-2001040,
Pr_60_70_06_94,Valve regulated (sealed) lead acid,5,-2001040,
Pr_60_70_06_95,Vented lead acid batteries,5,-2001040,
Pr_60_70_06_96,Vented nickel cadmium batteries,5,-2001040,
Pr_60_70_22,Distribution boxes and switchboards,4,-2001040,
Pr_60_70_22_11,Cable distribution cabinets,5,-2001040,
Pr_60_70_22_15,Consumer units,5,-2001040,
Pr_60_70_22_19,Cubicle switchboards,5,-2001040,
Pr_60_70_22_22,Distribution boards,5,-2001040,
Pr_60_70_22_28,Extension boxes,5,-2001040,
Pr_60_70_22_46,Lighting distribution boxes,5,-2001040,
Pr_60_70_22_50,Master distribution boxes,5,-2001040,
Pr_60_70_22_79,Slave distribution boxes,5,-2001040,
Pr_60_70_22_80,Spreader boxes,5,-2001040,
Pr_60_70_22_85,Sub-main distribution boards,5,-2001040,
Pr_60_70_28,Extra-high-voltage switchgear,4,-2001040,
Pr_60_70_36,High-voltage switchgear and transformers,4,-2001040,
Pr_60_70_36_06,High-voltage busbar metering panels,5,-2001040,
Pr_60_70_36_07,High-voltage bus-section panels,5,-2001040,
Pr_60_70_36_12,High-voltage circuit breakers,5,-2001040,
Pr_60_70_36_18,High-voltage current transformers,5,-2001040,
Pr_60_70_36_22,High-voltage disconnectors,5,-2001040,
Pr_60_70_36_24,High-voltage dry-type transformers,5,-2001040,
Pr_60_70_36_26,High-voltage earthing switches,5,-2001040,
Pr_60_70_36_30,High-voltage liquid-immersed transformers,5,-2001040,
Pr_60_70_36_37,High-voltage fuses,5,-2001040,
Pr_60_70_36_53,High-voltage modular switchboards,5,-2001040,
Pr_60_70_36_70,High-voltage rectiformers,5,-2001040,
Pr_60_70_36_72,High-voltage ring main units,5,-2001040,
Pr_60_70_36_75,High-voltage safety matting,5,-2001040,
Pr_60_70_36_80,High-voltage switch-disconnectors,5,-2001040,
Pr_60_70_36_81,High-voltage switch-fuse combinations,5,-2001040,
Pr_60_70_36_82,High-voltage switches,5,-2001040,
Pr_60_70_36_83,High-voltage switchgear protection and control modules,5,-2001040,
Pr_60_70_36_94,High-voltage vacuum circuit breaker panels,5,-2001040,
Pr_60_70_48,Low-voltage switchgear,4,-2001040,
Pr_60_70_48_05,Automatic transfer switching equipment (TSE),5,-2001040,
Pr_60_70_48_06,Busbar chambers,5,-2001040,
Pr_60_70_48_07,Busbar trunking feed units,5,-2001040,
Pr_60_70_48_08,Busbar trunking fire barrier units,5,-2001040,
Pr_60_70_48_09,Busbar trunking tap-off units,5,-2001040,
Pr_60_70_48_11,Changeover switches,5,-2001040,
Pr_60_70_48_27,Electrical cut-outs,5,-2001040,
Pr_60_70_48_30,Fireman’s emergency switches,5,-2001040,
Pr_60_70_48_44,Low-voltage fuse-switch-disconnectors,5,-2001040,
Pr_60_70_48_45,Low-voltage safety matting,5,-2001040,
Pr_60_70_48_46,Low-voltage switch-disconnector fuses,5,-2001040,
Pr_60_70_48_47,Low-voltage switch-disconnectors,5,-2001040,
Pr_60_70_48_48,Low-voltage switches,5,-2001040,
Pr_60_70_48_49,Low-voltage switchgear tripping units,5,-2001040,
Pr_60_70_48_62,Photovoltaic array junction boxes,5,-2001060,
Pr_60_70_48_63,Photovoltaic generator junction boxes,5,-2001060,
Pr_60_70_48_66,Power busbar trunking,5,-2001040,
Pr_60_70_64,Power conditioning supply equipment,4,-2001040,
Pr_60_70_64_86,Static inverter power supply units,5,-2001040,
Pr_60_70_64_93,Uninterruptible power supply (UPS) units,5,-2001040,
Pr_60_70_64_94,Uninterruptible power supply (UPS) remote alarm panels,5,-2001040,
Pr_60_70_65,"Power generators, engines and packaged combined heat and power (CHP) units",4,-2001040,
Pr_60_70_65_03,Alternators,5,-2001040,
Pr_60_70_65_05,Automatic voltage regulators,5,-2001040,
Pr_60_70_65_32,Gas turbines (CCGT),5,-2001040,
Pr_60_70_65_33,Generator control panels,5,-2001040,
Pr_60_70_65_34,Generator sets,5,-2001040,
Pr_60_70_65_35,Governors,5,-2001040,
Pr_60_70_65_37,Horizontal axis wind turbines (HAWT),5,-2001040,
Pr_60_70_65_39,Hydro turbines,5,-2001040,
Pr_60_70_65_47,Load banks,5,-2001040,
